A.301	Q0	1342945	1	0.9532456398010254	STANDARD
A.301	Q0	1154533	2	0.9504412412643433	STANDARD
A.301	Q0	1432008	3	0.9494464993476868	STANDARD
A.301	Q0	1527285	4	0.9476584196090698	STANDARD
A.301	Q0	3045062	5	0.9448357820510864	STANDARD
A.301	Q0	2847662	6	0.9419505596160889	STANDARD
A.301	Q0	482185	7	0.9383945465087891	STANDARD
A.301	Q0	2792840	8	0.9378536939620972	STANDARD
A.301	Q0	106321	9	0.9378177523612976	STANDARD
A.301	Q0	2744851	10	0.9357787370681763	STANDARD
A.301	Q0	2071641	11	0.9340791702270508	STANDARD
A.301	Q0	1601732	12	0.9336618185043335	STANDARD
A.301	Q0	2364104	13	0.9335414171218872	STANDARD
A.301	Q0	2602778	14	0.9334070682525635	STANDARD
A.301	Q0	1915189	15	0.9330945014953613	STANDARD
A.301	Q0	1416038	16	0.9327406883239746	STANDARD
A.301	Q0	365304	17	0.9320390820503235	STANDARD
A.301	Q0	257552	18	0.9317606687545776	STANDARD
A.301	Q0	1860146	19	0.931604266166687	STANDARD
A.301	Q0	1594927	20	0.9307505488395691	STANDARD
A.301	Q0	2464569	21	0.9293533563613892	STANDARD
A.301	Q0	1886660	22	0.928828239440918	STANDARD
A.301	Q0	577088	23	0.9285317659378052	STANDARD
A.301	Q0	960554	24	0.927685558795929	STANDARD
A.301	Q0	483869	25	0.926532506942749	STANDARD
A.301	Q0	1299782	26	0.92632657289505	STANDARD
A.301	Q0	622993	27	0.9262963533401489	STANDARD
A.301	Q0	1426472	28	0.9258334636688232	STANDARD
A.301	Q0	456351	29	0.9251992106437683	STANDARD
A.301	Q0	1269701	30	0.9250118732452393	STANDARD
A.301	Q0	104461	31	0.9247523546218872	STANDARD
A.301	Q0	2213104	32	0.9240962266921997	STANDARD
A.301	Q0	2990046	33	0.9240094423294067	STANDARD
A.301	Q0	1552925	34	0.9235527515411377	STANDARD
A.301	Q0	1308036	35	0.9234368801116943	STANDARD
A.301	Q0	261306	36	0.923357367515564	STANDARD
A.301	Q0	391664	37	0.9231240749359131	STANDARD
A.301	Q0	1093294	38	0.9228686094284058	STANDARD
A.301	Q0	821576	39	0.9226938486099243	STANDARD
A.301	Q0	2023634	40	0.9226240515708923	STANDARD
A.301	Q0	2015816	41	0.922492504119873	STANDARD
A.301	Q0	901526	42	0.9223850965499878	STANDARD
A.301	Q0	17297	43	0.9221633672714233	STANDARD
A.301	Q0	1005337	44	0.9220991134643555	STANDARD
A.301	Q0	2527992	45	0.9219028949737549	STANDARD
A.301	Q0	1438774	46	0.9218989014625549	STANDARD
A.301	Q0	1745349	47	0.9215188026428223	STANDARD
A.301	Q0	2994118	48	0.9212150573730469	STANDARD
A.301	Q0	1603654	49	0.9211642742156982	STANDARD
A.301	Q0	1558499	50	0.9210249185562134	STANDARD
A.301	Q0	1671596	51	0.9209774732589722	STANDARD
A.301	Q0	2069395	52	0.9207441806793213	STANDARD
A.301	Q0	2416131	53	0.9203552007675171	STANDARD
A.301	Q0	2661469	54	0.9203048944473267	STANDARD
A.301	Q0	2965371	55	0.9200751781463623	STANDARD
A.301	Q0	739721	56	0.9200416207313538	STANDARD
A.301	Q0	2968104	57	0.9197930097579956	STANDARD
A.301	Q0	191021	58	0.9197335243225098	STANDARD
A.301	Q0	2776523	59	0.9195403456687927	STANDARD
A.301	Q0	1358849	60	0.9194839000701904	STANDARD
A.301	Q0	2027583	61	0.9194475412368774	STANDARD
A.301	Q0	584895	62	0.9192273616790771	STANDARD
A.301	Q0	1666840	63	0.9190270900726318	STANDARD
A.301	Q0	1539567	64	0.918269157409668	STANDARD
A.301	Q0	1763593	65	0.9173203706741333	STANDARD
A.301	Q0	1751604	66	0.9165617227554321	STANDARD
A.301	Q0	2215906	67	0.9155941605567932	STANDARD
A.301	Q0	2143594	68	0.9149265885353088	STANDARD
A.301	Q0	1620418	69	0.9147554039955139	STANDARD
A.301	Q0	1416039	70	0.9144989252090454	STANDARD
A.301	Q0	2510927	71	0.9143790602684021	STANDARD
A.301	Q0	126181	72	0.9140026569366455	STANDARD
A.301	Q0	944949	73	0.9139080047607422	STANDARD
A.301	Q0	2397478	74	0.9135135412216187	STANDARD
A.301	Q0	339058	75	0.9132194519042969	STANDARD
A.301	Q0	997088	76	0.913197934627533	STANDARD
A.301	Q0	1155053	77	0.912911057472229	STANDARD
A.301	Q0	1428161	78	0.9128971099853516	STANDARD
A.301	Q0	2894500	79	0.9127723574638367	STANDARD
A.301	Q0	525637	80	0.912631630897522	STANDARD
A.301	Q0	2511005	81	0.9123610258102417	STANDARD
A.301	Q0	1186757	82	0.912224531173706	STANDARD
A.301	Q0	2574168	83	0.9119309186935425	STANDARD
A.301	Q0	1801931	84	0.9118156433105469	STANDARD
A.301	Q0	2159672	85	0.9112675189971924	STANDARD
A.301	Q0	767301	86	0.9110649228096008	STANDARD
A.301	Q0	2500275	87	0.9110558032989502	STANDARD
A.301	Q0	1073990	88	0.9110162258148193	STANDARD
A.301	Q0	1972281	89	0.9107428789138794	STANDARD
A.301	Q0	504772	90	0.9105952382087708	STANDARD
A.301	Q0	733611	91	0.9105246663093567	STANDARD
A.301	Q0	2808967	92	0.9102727174758911	STANDARD
A.301	Q0	1107452	93	0.9098505973815918	STANDARD
A.301	Q0	2373329	94	0.9097393155097961	STANDARD
A.301	Q0	2188338	95	0.9096602201461792	STANDARD
A.301	Q0	1875642	96	0.909521758556366	STANDARD
A.301	Q0	685313	97	0.9095143675804138	STANDARD
A.301	Q0	2157490	98	0.9093283414840698	STANDARD
A.301	Q0	1144369	99	0.9092293977737427	STANDARD
A.301	Q0	2713010	100	0.9090481400489807	STANDARD
A.302	Q0	2638240	1	0.9454167485237122	STANDARD
A.302	Q0	471635	2	0.9381221532821655	STANDARD
A.302	Q0	1621152	3	0.9368428587913513	STANDARD
